price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day_sold,Age_at_Sale,Year_since_Renovation,was_renovated
181000.0,2,1.0,1310,4000,1.0,0,0,3,7,950,360,0,98144,47.5798,-122.306,1310,4000,17,73,73,False
241500.0,3,1.0,1400,10425,1.0,0,0,4,7,1400,0,0,98003,47.2738,-122.301,1440,10425,31,46,46,False
245000.0,3,1.75,2350,12720,1.0,0,0,4,7,1180,1170,0,98030,47.3594,-122.175,1680,10400,4,51,51,False
227500.0,3,1.0,1150,8848,1.0,0,0,3,7,1150,0,0,98042,47.3626,-122.111,1220,9576,6,47,47,False
158550.0,5,1.5,1710,8100,1.5,0,0,4,7,1710,0,0,98032,47.3839,-122.288,1480,8025,3,53,53,False
450000.0,3,2.25,1660,10247,1.0,0,0,5,7,1130,530,0,98034,47.7262,-122.222,1680,7637,25,46,46,False
485000.0,3,1.75,1950,10080,1.0,0,0,4,7,1950,0,0,98034,47.7282,-122.186,2340,8800,4,48,48,False
353000.0,4,1.75,1780,9794,1.0,0,0,3,7,1780,0,0,98077,47.7419,-122.073,1160,9750,6,47,47,False
500000.0,4,3.0,2450,4668,2.0,0,0,3,8,2450,0,0,98028,47.7721,-122.235,2460,4895,6,11,11,False
360000.0,1,2.25,2060,10600,1.5,0,0,3,7,1560,500,1983,98003,47.3291,-122.304,2060,11880,8,87,31,True
357500.0,3,1.5,1540,11858,1.0,0,0,4,7,1540,0,0,98059,47.4755,-122.157,1550,11473,23,49,49,False
272000.0,3,2.5,1650,13816,2.0,0,0,3,7,1650,0,0,98014,47.6553,-121.912,1650,15144,6,16,16,False
422000.0,3,1.0,1160,7854,1.0,0,0,3,7,1160,0,0,98125,47.7304,-122.308,1300,8317,28,55,55,False
365000.0,2,2.0,1440,15000,1.0,0,0,3,7,1440,0,0,98072,47.7648,-122.159,1780,15000,17,29,29,False
450000.0,3,1.75,2150,13789,1.0,0,0,4,8,1610,540,0,98155,47.7591,-122.295,2150,15480,21,48,48,False
275053.0,2,1.0,1060,6504,1.0,0,0,3,6,1060,0,0,98155,47.7412,-122.327,1100,7200,22,64,64,False
1880000.0,3,2.75,2620,17919,1.0,0,1,4,9,2620,0,0,98039,47.6144,-122.228,3400,14400,6,65,65,False
725000.0,3,1.75,1630,9000,1.0,0,0,3,7,960,670,0,98004,47.6023,-122.205,1880,9000,11,60,60,False
235000.0,3,1.75,1840,9697,1.0,0,0,4,7,1500,340,0,98030,47.3764,-122.179,1430,8079,12,29,29,False
510000.0,2,1.0,820,4206,1.0,0,0,3,5,820,0,0,98125,47.7076,-122.284,1810,7200,11,65,65,False
489950.0,2,1.0,820,4206,1.0,0,0,3,5,820,0,0,98125,47.7076,-122.284,1810,7200,8,66,66,False
463000.0,3,2.5,2010,4195,2.0,0,0,3,8,2010,0,0,98034,47.732,-122.197,2010,5779,30,16,16,False
536000.0,4,2.25,1990,5948,2.0,0,0,3,8,1990,0,0,98029,47.5712,-121.995,2150,6459,17,23,23,False
375000.0,4,2.5,2990,6145,2.0,0,0,3,8,2990,0,0,98003,47.2612,-122.294,2590,6512,21,11,11,False
630000.0,4,2.5,2540,4727,2.0,0,0,3,9,2540,0,0,98034,47.7034,-122.236,3640,5129,8,15,15,False
362000.0,3,2.25,1640,14374,1.0,0,0,4,7,1140,500,0,98148,47.4476,-122.332,2020,10500,6,51,51,False
350000.0,4,2.75,2500,11659,1.0,0,2,3,9,1490,1010,0,98003,47.3381,-122.332,2830,9915,4,36,36,False
1691000.0,4,3.5,4020,13515,2.0,0,0,3,11,4020,0,0,98004,47.6462,-122.212,3930,13515,3,13,13,False
255000.0,3,2.0,1500,8775,1.0,0,0,3,6,1390,110,0,98166,47.4809,-122.335,1310,8775,24,72,72,False
269000.0,4,2.5,1594,7665,1.0,0,0,5,7,1088,506,0,98002,47.3262,-122.211,1536,6000,6,39,39,False
370000.0,4,3.0,2130,4838,1.5,0,0,4,7,2130,0,0,98055,47.4871,-122.203,1070,4838,25,84,84,False
270000.0,3,1.0,1130,7920,1.0,0,0,3,7,1130,0,0,98059,47.4852,-122.125,1390,8580,1,54,54,False
265000.0,3,2.0,1690,9516,1.0,0,0,3,7,1690,0,0,98022,47.2132,-122.001,1850,9516,24,18,18,False
487000.0,2,1.0,1440,4046,1.0,0,0,3,7,960,480,0,98117,47.6901,-122.382,1400,4046,29,69,69,False
835000.0,4,3.25,3270,6027,2.0,0,0,3,10,3270,0,0,98074,47.6346,-122.063,3270,6546,4,13,13,False
850000.0,4,3.25,4350,112750,1.0,0,0,3,9,2200,2150,0,98027,47.5435,-121.966,2180,223027,1,8,8,False
575000.0,4,2.75,1610,11201,1.0,0,0,5,7,1020,590,0,98033,47.7024,-122.198,1610,9000,1,32,32,False
335000.0,3,1.0,950,8000,1.0,0,0,3,7,950,0,0,98034,47.7193,-122.184,2270,8540,12,46,46,False
318000.0,3,1.0,1010,7200,1.0,0,0,5,6,1010,0,0,98155,47.7601,-122.307,1590,7663,8,66,66,False
510000.0,3,2.0,1420,11325,1.0,0,0,3,7,1420,0,0,98027,47.5356,-122.046,2330,3474,9,35,35,False
242500.0,3,1.5,1200,9720,1.0,0,0,4,7,1200,0,0,98042,47.4225,-122.153,1380,10284,2,49,49,False
750000.0,5,2.25,2020,8400,1.0,0,0,4,7,1010,1010,0,98040,47.5763,-122.219,1890,9233,4,51,51,False
439900.0,5,3.5,3390,7950,2.0,0,2,3,7,3390,0,0,98056,47.4792,-122.181,2580,6900,21,11,11,False
710000.0,2,1.0,1700,3040,1.5,0,0,3,8,1460,240,0,98119,47.6442,-122.369,1620,3230,7,101,101,False
2400000.0,5,3.25,3410,9088,2.0,0,3,3,9,2760,650,0,98119,47.6285,-122.361,3540,7100,4,102,102,False
435000.0,3,1.75,2030,13700,1.0,0,0,3,8,1630,400,0,98011,47.7726,-122.197,2120,11200,15,38,38,False
874000.0,4,2.75,2860,6867,1.0,0,1,5,7,1560,1300,0,98115,47.6723,-122.263,2290,5350,26,68,68,False
385000.0,4,1.75,1690,4080,1.0,0,0,4,7,870,820,0,98144,47.572,-122.289,1320,4080,16,30,30,False
110000.0,2,1.0,760,4746,1.0,0,0,3,5,760,0,0,98055,47.4836,-122.214,1360,7810,30,84,84,False
477000.0,3,1.75,1780,8085,1.0,0,0,3,7,1210,570,0,98011,47.7357,-122.197,1780,8085,20,38,38,False
500000.0,3,2.0,1550,6394,1.5,0,0,5,8,1550,0,0,98126,47.5222,-122.379,1440,6387,12,96,96,False
885000.0,4,2.5,4090,11225,2.0,0,0,3,10,4090,0,0,98075,47.581,-121.971,3510,8762,28,9,9,False
235000.0,2,1.0,880,5600,1.0,0,0,5,7,880,0,0,98178,47.5071,-122.265,1240,7015,27,59,59,False
210000.0,3,2.75,1320,15236,1.0,0,0,3,7,880,440,0,98030,47.365,-122.184,1490,8351,4,20,20,False
320000.0,2,1.0,950,4000,1.0,0,0,3,6,950,0,0,98144,47.5728,-122.312,1480,4000,20,105,105,False
406000.0,3,1.75,1390,7904,1.0,0,0,3,7,1390,0,0,98056,47.4892,-122.181,1910,7904,13,30,30,False
350000.0,3,1.75,1900,10225,1.0,0,0,4,8,1220,680,0,98166,47.4781,-122.357,1850,12630,28,51,51,False
350000.0,2,0.75,1392,43710,1.5,0,0,4,7,1392,0,0,98070,47.4491,-122.453,1640,99316,10,36,36,False
720000.0,4,2.5,3340,8930,2.0,0,2,3,10,3340,0,0,98065,47.535,-121.867,3160,7865,10,15,15,False
604700.0,4,2.75,2750,14982,1.0,0,3,3,9,1720,1030,0,98198,47.3566,-122.32,2860,16344,22,33,33,False
343000.0,3,1.0,1400,5662,1.5,0,0,5,5,1400,0,0,98027,47.5271,-122.036,1250,14375,25,94,94,False
558000.0,3,2.25,2220,15757,1.0,0,0,3,8,1280,940,0,98074,47.6212,-122.043,2020,14098,9,32,32,False
364000.0,4,1.0,1210,7740,1.5,0,0,3,7,1210,0,0,98126,47.5216,-122.374,1100,7740,17,93,93,False
420000.0,3,1.75,2390,11242,1.0,0,0,3,7,1290,1100,0,98155,47.7759,-122.272,2270,9650,28,55,55,False
450000.0,5,2.0,1870,7344,1.5,0,0,3,7,1870,0,0,98007,47.5951,-122.144,1870,7650,15,55,55,False
392000.0,2,1.5,940,5000,1.0,0,0,4,7,810,130,0,98126,47.5375,-122.374,940,5026,13,89,89,False
100000.0,4,1.0,1120,2685,1.0,0,0,3,5,860,260,0,98055,47.4904,-122.203,1120,4838,10,75,75,False
480000.0,3,2.5,1250,1103,3.0,0,2,3,8,1250,0,0,98103,47.6619,-122.352,1250,1188,12,9,9,False
212000.0,3,1.5,1060,9225,1.0,0,0,4,7,1060,0,0,98003,47.3217,-122.318,1270,9375,27,59,59,False
560000.0,5,2.5,2410,8960,1.0,0,0,5,7,1600,810,0,98011,47.7372,-122.2,2410,11514,3,36,36,False
359950.0,5,2.75,2844,3990,2.0,0,0,3,8,2844,0,0,98092,47.3259,-122.167,2273,3900,28,2,2,False
535000.0,4,2.5,2200,110642,1.0,0,0,5,7,1330,870,0,98077,47.7409,-122.052,2290,51400,10,35,35,False
980000.0,5,4.0,3460,5400,2.0,0,0,3,10,2830,630,0,98056,47.5201,-122.204,1890,5400,10,3,3,False
720000.0,2,1.0,1580,2199,2.0,0,2,3,8,1580,0,1995,98103,47.6541,-122.329,2170,4405,13,93,19,True
619950.0,2,1.0,1520,5400,1.0,0,0,3,7,920,600,0,98115,47.6796,-122.279,1600,5400,29,63,63,False
489000.0,3,2.5,2260,19821,2.0,0,0,3,9,2260,0,0,98058,47.448,-122.088,2750,22718,30,20,20,False
415000.0,4,2.0,1800,2970,1.0,0,0,4,7,1000,800,0,98115,47.6833,-122.312,1690,3801,16,91,91,False
672500.0,4,2.5,2650,11108,2.0,0,0,3,10,2650,0,0,98074,47.6304,-122.051,2650,11585,15,28,28,False
352500.0,3,1.0,1000,4171,1.0,0,0,3,7,1000,0,0,98052,47.6834,-122.097,1090,3479,17,29,29,False
258750.0,4,2.0,2300,8400,1.0,0,0,4,6,1150,1150,0,98003,47.3282,-122.332,1230,8400,3,52,52,False
350000.0,3,1.0,1080,7000,1.0,0,0,4,6,1080,0,0,98133,47.7637,-122.351,1410,7214,23,99,99,False
152000.0,3,1.0,902,10464,1.0,0,0,3,7,902,0,0,98198,47.363,-122.308,1510,7210,29,49,49,False
378500.0,2,1.0,730,7528,1.0,0,0,3,7,730,0,0,98115,47.6997,-122.305,1620,7528,9,68,68,False
1017000.0,4,1.75,2600,41041,1.5,0,0,4,8,2600,0,0,98033,47.6634,-122.172,2750,37318,30,49,49,False
419000.0,3,1.5,1570,6700,1.0,0,0,4,7,1570,0,0,98007,47.6022,-122.134,1570,7300,2,58,58,False
895000.0,5,3.0,2876,13927,1.0,0,2,4,9,1970,906,0,98040,47.5528,-122.229,3500,14454,21,41,41,False
668500.0,4,2.25,2290,9546,1.0,0,0,4,8,1780,510,0,98006,47.5617,-122.13,2360,8864,26,38,38,False
487000.0,2,2.5,1470,2533,2.0,0,0,3,8,1470,0,0,98033,47.6874,-122.165,1470,6511,21,9,9,False
538000.0,3,3.5,2620,10137,2.0,0,0,3,8,1970,650,0,98146,47.4979,-122.371,1960,7680,2,22,22,False
898000.0,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,0,98004,47.6348,-122.196,2900,22180,28,51,51,False
315000.0,4,2.0,2020,7767,1.0,0,0,3,8,2020,0,0,98003,47.3391,-122.309,1940,8239,24,19,19,False
800000.0,3,2.5,2100,4440,2.0,0,4,3,7,2100,0,0,98116,47.5865,-122.397,2100,6000,28,70,70,False
516130.0,3,1.75,1510,8250,1.0,0,0,4,8,1510,0,0,98008,47.6183,-122.113,1770,8250,14,52,52,False
1600000.0,3,2.5,2850,19593,1.5,1,4,3,10,1790,1060,0,98008,47.5894,-122.111,2850,18782,28,37,37,False
1200000.0,4,2.5,4280,12796,2.0,0,0,3,11,3400,880,0,98006,47.5588,-122.124,3520,9593,27,16,16,False
355425.0,4,2.5,3238,9112,1.0,0,2,4,8,1678,1560,0,98198,47.4005,-122.311,3056,9668,12,36,36,False
1157400.0,3,2.5,2740,5925,2.0,0,2,3,10,2740,0,1992,98112,47.6313,-122.303,2740,5948,24,101,22,True
689000.0,4,2.5,2020,9600,2.0,0,0,4,7,2020,0,0,98136,47.5434,-122.395,2250,8550,26,60,60,False
500000.0,3,3.25,1520,1500,3.0,0,0,3,7,1520,0,0,98107,47.67,-122.389,1520,1323,13,15,15,False
430000.0,5,2.5,3860,42733,1.0,0,3,4,8,2300,1560,0,98001,47.3117,-122.254,2520,19353,18,59,59,False
299500.0,4,2.25,1600,15312,1.0,0,0,4,7,1080,520,0,98045,47.4629,-121.743,1620,12375,21,35,35,False
349950.0,4,2.5,2090,5289,2.0,0,0,3,8,2090,0,0,98058,47.4289,-122.164,2080,7109,24,25,25,False
1419000.0,5,3.25,4020,4500,2.0,0,0,3,9,3120,900,0,98004,47.6349,-122.204,3550,5775,28,4,4,False
998000.0,4,2.25,2910,10189,2.0,0,0,3,9,2910,0,0,98006,47.5465,-122.155,2780,10125,16,26,26,False
329000.0,3,1.0,900,9600,1.0,0,0,4,7,900,0,0,98072,47.7423,-122.173,1220,8240,5,45,45,False
575000.0,3,1.75,1720,5956,2.0,0,0,3,8,1720,0,0,98033,47.6875,-122.202,1620,9324,9,33,33,False
529900.0,5,2.25,3030,9430,2.0,0,0,4,8,2600,430,0,98133,47.7515,-122.353,2230,8425,2,53,53,False
1470000.0,4,2.5,3030,10189,1.0,0,0,3,9,2380,650,0,98004,47.6367,-122.206,1940,10189,20,11,11,False
725000.0,4,1.75,2190,9400,1.0,0,0,4,7,1450,740,0,98033,47.6531,-122.196,1980,9000,1,52,52,False
286000.0,3,2.5,1680,5000,2.0,0,0,3,8,1680,0,0,98023,47.3196,-122.395,1720,5000,23,27,27,False
335000.0,3,2.0,1210,9926,1.0,0,0,4,7,1210,0,2015,98006,47.5731,-122.135,1690,9737,5,61,0,True
395300.0,3,1.5,1120,7000,1.0,0,0,3,7,1120,0,0,98007,47.5987,-122.146,1470,7950,15,59,59,False
510000.0,4,2.75,3180,13348,2.0,0,0,3,8,3020,160,0,98019,47.7439,-121.977,3020,10029,15,10,10,False
203000.0,3,1.0,920,7500,1.0,0,0,4,7,920,0,0,98032,47.3791,-122.289,1660,8000,6,45,45,False
248000.0,2,1.0,700,8301,1.0,0,0,3,6,700,0,0,98155,47.7712,-122.323,1250,8304,4,61,61,False
265000.0,3,2.25,2540,7216,2.0,0,0,3,8,2540,0,0,98023,47.2906,-122.349,2140,7531,27,24,24,False
1000000.0,4,1.5,2100,4560,1.5,0,0,4,8,2100,0,0,98103,47.6497,-122.336,1930,4560,4,103,103,False
1000000.0,3,1.0,1540,24500,1.5,0,0,3,7,1540,0,0,98125,47.7213,-122.29,1540,7250,6,66,66,False
241400.0,3,2.0,1420,9828,1.0,0,0,4,7,1420,0,0,98010,47.3287,-122.011,1550,7227,6,25,25,False
309950.0,4,1.75,1450,10074,1.0,0,0,4,7,1450,0,0,98058,47.4546,-122.182,1340,8023,12,49,49,False
294010.0,3,1.75,1550,4057,1.0,0,0,3,6,830,720,0,98106,47.5291,-122.351,1100,4116,26,69,69,False
345000.0,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,0,98074,47.6233,-122.046,1950,10125,16,30,30,False
625000.0,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,0,98074,47.6233,-122.046,1950,10125,4,31,31,False
660000.0,4,2.5,2510,4543,2.0,0,0,3,8,2510,0,0,98075,47.5962,-122.039,2550,4675,9,12,12,False
559000.0,2,2.0,1660,4500,1.0,0,0,3,8,1660,0,0,98053,47.7094,-122.031,1670,5580,17,12,12,False
866000.0,4,3.25,3990,9786,2.0,0,0,3,9,3990,0,0,98053,47.6784,-122.026,3920,8200,7,10,10,False
770000.0,3,2.0,2350,5700,1.5,0,0,4,8,1810,540,0,98112,47.639,-122.31,2170,6000,5,75,75,False
259950.0,3,1.5,1350,7827,1.0,0,0,4,7,1350,0,0,98030,47.3786,-122.219,1900,7827,15,46,46,False
352000.0,5,2.75,2980,9838,1.0,0,0,3,7,1710,1270,0,98030,47.3807,-122.222,2240,9838,11,47,47,False
2466350.0,5,4.75,6390,13180,2.0,0,0,3,10,4560,1830,0,98112,47.6312,-122.291,4010,8137,24,74,74,False
395000.0,3,2.0,1590,10229,1.0,0,0,3,7,1590,0,0,98034,47.7239,-122.227,1320,10222,6,48,48,False
276500.0,4,1.75,1400,6650,1.5,0,0,4,6,1400,0,0,98168,47.4888,-122.332,1120,8645,16,73,73,False
530000.0,3,2.25,1880,100623,1.5,0,0,3,8,1880,0,2007,98024,47.5342,-121.883,2520,21689,20,27,7,True
798000.0,4,3.25,3500,10260,2.0,0,0,3,10,3500,0,0,98008,47.5902,-122.13,3500,10658,24,27,27,False
380000.0,2,2.0,1370,5756,1.0,0,0,3,8,1370,0,0,98034,47.714,-122.205,1380,5444,13,28,28,False
350000.0,4,2.5,2810,10433,2.0,0,0,3,8,2810,0,0,98022,47.1895,-122.015,2640,9240,19,13,13,False
325000.0,3,2.5,2220,6049,2.0,0,0,4,8,2220,0,0,98031,47.3972,-122.182,1980,7226,14,24,24,False
336000.0,3,2.5,2110,4549,2.0,0,0,4,8,2110,0,0,98042,47.3885,-122.154,2110,4030,2,26,26,False
286900.0,3,2.25,1720,17235,1.0,0,0,4,7,1440,280,0,98042,47.3438,-122.073,1990,35048,24,40,40,False
472000.0,5,2.25,1780,7245,1.0,0,0,4,8,1330,450,0,98052,47.6946,-122.12,1780,7653,30,38,38,False
263000.0,3,1.75,1410,8100,2.0,0,0,3,7,1410,0,0,98038,47.3617,-122.046,1560,8100,30,29,29,False
565000.0,3,3.0,2110,4000,1.0,0,2,4,7,1110,1000,0,98126,47.5696,-122.375,1730,4000,16,49,49,False
765000.0,3,2.5,2700,8444,2.0,0,0,3,10,2700,0,0,98006,47.5597,-122.113,2840,9165,8,22,22,False
1517000.0,3,2.25,2610,9409,1.0,1,4,4,8,2610,0,0,98075,47.5789,-122.076,2970,9156,11,51,51,False
405000.0,3,2.0,1660,8174,1.0,0,0,3,7,830,830,0,98034,47.7103,-122.199,1610,9318,23,33,33,False
1098000.0,4,3.5,4570,16219,2.0,0,0,3,11,4570,0,0,98075,47.5859,-121.968,4700,16500,27,13,13,False
555000.0,3,3.0,3760,188760,1.0,0,0,4,10,2640,1120,0,98092,47.308,-122.087,2820,50543,11,35,35,False
305000.0,3,2.5,1610,3516,2.0,0,0,3,8,1610,0,0,98055,47.4491,-122.188,1610,3056,27,9,9,False
289950.0,3,2.25,1740,9370,1.0,0,0,3,7,1390,350,0,98198,47.391,-122.316,1740,7555,1,22,22,False
487500.0,5,3.5,3530,218472,2.0,0,0,3,7,2380,1150,0,98019,47.7309,-121.905,2110,211404,13,15,15,False
96500.0,3,1.0,840,12091,1.0,0,0,3,6,840,0,0,98023,47.3281,-122.343,840,9324,29,55,55,False
185000.0,3,1.0,840,12091,1.0,0,0,3,6,840,0,0,98023,47.3281,-122.343,840,9324,25,56,56,False
150550.0,4,1.0,1470,6061,1.5,0,0,3,7,1470,0,0,98168,47.4819,-122.289,1230,6175,27,69,69,False
339000.0,4,2.0,2470,5080,1.5,0,0,3,6,1970,500,1988,98106,47.5308,-122.348,1060,5080,24,66,26,True
675000.0,4,1.75,2220,7230,1.0,0,1,3,8,1280,940,0,98125,47.7065,-122.279,2210,7230,2,65,65,False
615000.0,3,1.75,1720,4080,1.0,0,0,4,7,960,760,0,98144,47.5747,-122.287,1660,4080,24,90,90,False
837500.0,4,2.5,2700,9320,2.0,0,0,4,8,2700,0,0,98033,47.6861,-122.198,2120,8056,4,20,20,False
250000.0,2,1.0,950,11835,1.0,0,0,3,5,950,0,0,98028,47.7494,-122.237,1690,12586,19,82,82,False
583000.0,3,2.5,1790,8144,2.0,0,0,3,8,1790,0,0,98074,47.6169,-122.045,1800,7503,25,25,25,False
499000.0,3,2.5,1610,1728,3.0,0,0,3,8,1610,0,0,98115,47.6776,-122.318,1540,3090,4,14,14,False
550000.0,3,2.5,2290,6328,2.0,0,0,3,8,2290,0,0,98146,47.5103,-122.382,1600,6180,16,13,13,False
400000.0,4,2.5,2170,204296,1.0,0,0,4,7,2170,0,0,98022,47.281,-121.933,1760,154202,24,34,34,False
990400.0,3,2.5,2100,4097,2.0,0,0,3,9,2100,0,0,98004,47.5983,-122.2,1820,4764,19,7,7,False
600000.0,3,2.5,2320,52272,1.5,0,0,3,8,2320,0,0,98075,47.587,-122.068,2200,52272,21,40,40,False
325000.0,2,1.0,1120,6236,1.0,0,0,4,6,1120,0,0,98155,47.763,-122.291,1340,7784,12,61,61,False
265000.0,3,2.5,1530,6000,2.0,0,0,4,7,1530,0,0,98038,47.3487,-122.036,1360,6000,10,23,23,False
1620500.0,3,2.5,3490,9362,1.0,0,3,5,9,1770,1720,0,98105,47.6605,-122.27,3640,7425,8,55,55,False
347500.0,3,1.5,1180,8353,1.0,0,0,3,7,1180,0,0,98155,47.7652,-122.274,1710,8748,9,55,55,False
629000.0,5,2.0,2050,3000,1.5,0,0,3,7,1470,580,1984,98103,47.6864,-122.352,1560,4500,9,103,31,True
1087500.0,2,2.0,2360,11340,1.5,0,0,3,9,2360,0,0,98040,47.5835,-122.227,3030,11340,8,17,17,False
397500.0,4,2.5,2570,7859,2.0,0,0,3,8,2570,0,0,98038,47.3736,-122.045,2150,7284,30,22,22,False
404500.0,2,1.0,1270,3700,1.5,0,0,3,7,1270,0,0,98144,47.5949,-122.307,1980,3200,30,105,105,False
225000.0,3,1.5,1250,7500,1.0,0,0,3,7,1250,0,0,98030,47.3719,-122.215,1260,7563,13,47,47,False
267000.0,3,2.25,2510,9900,1.0,0,0,3,8,1610,900,0,98023,47.2988,-122.374,1940,8510,13,37,37,False
800000.0,4,3.75,2690,4000,2.0,0,3,4,9,2120,570,1989,98119,47.6418,-122.372,2830,4000,11,105,25,True
339000.0,4,2.5,2900,6918,2.0,0,0,3,8,2900,0,0,98001,47.3504,-122.284,2720,10376,10,14,14,False
1850000.0,4,2.5,3830,11972,1.0,1,4,3,11,2370,1460,0,98155,47.7404,-122.284,3080,12297,15,34,34,False
525000.0,5,1.0,1280,3876,1.5,0,0,3,7,1280,0,0,98105,47.6605,-122.324,1420,3825,30,91,91,False
1150000.0,5,3.5,4350,6218,2.0,0,2,3,10,3520,830,0,98027,47.5396,-121.997,3260,5989,6,7,7,False
565000.0,1,1.0,1370,6250,1.5,0,0,4,7,1370,0,0,98136,47.5571,-122.385,1450,6250,23,93,93,False
387000.0,2,2.25,1230,1280,2.0,0,0,3,8,960,270,0,98144,47.5942,-122.298,1130,1357,20,2,2,False
720000.0,4,2.5,2440,34290,2.0,0,0,3,9,2440,0,0,98053,47.6685,-122.044,2860,38119,19,27,27,False
1500000.0,4,3.5,4410,12426,2.0,0,2,3,12,3420,990,0,98006,47.5518,-122.107,4090,12127,11,18,18,False
235000.0,2,1.0,910,7617,1.0,0,0,3,6,910,0,0,98125,47.7332,-122.305,1310,6624,26,78,78,False
365000.0,2,1.0,910,7617,1.0,0,0,3,6,910,0,0,98125,47.7332,-122.305,1310,6624,16,79,79,False
368250.0,3,2.5,2150,7484,2.0,0,0,3,8,2150,0,0,98074,47.6191,-122.043,2150,6879,21,26,26,False
580000.0,3,2.5,2150,7484,2.0,0,0,3,8,2150,0,0,98074,47.6191,-122.043,2150,6879,13,26,26,False
1100000.0,4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1991,98178,47.5033,-122.225,2240,8725,17,58,23,True
215000.0,4,2.5,2130,4496,2.0,0,0,3,7,2130,0,0,98001,47.3041,-122.28,3220,5400,27,11,11,False
648000.0,4,2.5,2740,9959,2.0,0,0,3,9,2740,0,0,98029,47.5672,-122.011,2630,9905,9,25,25,False
705000.0,4,3.0,3150,9318,2.0,0,0,3,9,3150,0,0,98075,47.5959,-122.018,3150,9318,3,13,13,False
465000.0,3,2.25,1450,1540,2.0,0,0,3,8,1180,270,0,98107,47.6685,-122.365,1450,1540,9,10,10,False
650000.0,5,2.0,2400,3500,1.5,0,0,3,8,1900,500,0,98103,47.6762,-122.356,1520,4000,22,103,103,False
335000.0,4,2.25,2280,7500,1.0,0,0,4,7,1140,1140,0,98198,47.4182,-122.332,1660,8000,21,51,51,False
640000.0,4,2.0,2310,31850,1.5,0,0,4,8,2310,0,0,98072,47.7713,-122.122,2710,36042,28,31,31,False
638250.0,4,2.5,2460,8029,2.0,0,0,3,9,2460,0,0,98074,47.6262,-122.03,2420,7987,3,26,26,False
1460000.0,4,3.5,4200,14353,2.0,0,2,3,12,3640,560,0,98040,47.5331,-122.217,3750,16316,17,18,18,False
375000.0,4,2.0,1620,4600,2.0,0,0,3,7,1620,0,0,98108,47.5533,-122.307,1620,4500,27,106,106,False
842000.0,4,1.75,2170,9525,1.0,0,0,3,8,2170,0,0,98040,47.5685,-122.217,1910,9525,16,54,54,False
499950.0,3,2.25,2880,7200,1.0,0,0,3,8,1710,1170,0,98133,47.7707,-122.35,1880,10200,8,44,44,False
810000.0,4,2.5,3280,25211,2.0,0,3,3,11,3280,0,0,98074,47.6398,-122.05,3280,25211,17,30,30,False
310000.0,5,2.0,2900,11970,2.0,0,0,4,7,2900,0,0,98072,47.741,-122.095,1260,12398,26,46,46,False
730000.0,3,2.5,2160,8809,1.0,0,0,3,9,1540,620,0,98103,47.6994,-122.349,930,5420,31,0,0,False
637800.0,4,1.75,2250,4750,1.5,0,0,4,7,1420,830,0,98115,47.6738,-122.292,1930,4750,13,90,90,False
225000.0,3,1.0,1340,4800,1.5,0,0,4,5,1340,0,0,98055,47.477,-122.209,1240,4800,6,112,112,False
417500.0,4,1.0,1390,10800,1.5,0,0,4,7,1390,0,0,98177,47.7248,-122.359,1390,9360,10,73,73,False
265000.0,4,2.0,1600,10160,1.0,0,0,4,7,1600,0,0,98022,47.2015,-122.003,1540,9352,20,43,43,False
550000.0,4,2.5,2050,8683,2.0,0,0,3,8,2050,0,0,98074,47.62,-122.043,2010,8744,25,27,27,False
625700.0,3,2.0,2570,159865,1.0,0,0,5,7,2570,0,0,98024,47.5547,-121.892,2010,38322,26,47,47,False
595000.0,3,2.5,2660,10637,2.0,0,0,3,9,2660,0,0,98011,47.7383,-122.22,2590,8637,1,23,23,False
270000.0,3,1.5,1540,13475,1.0,0,0,4,7,1540,0,0,98059,47.4766,-122.153,1550,13475,14,42,42,False
739375.0,5,3.0,2640,3200,2.0,0,0,4,7,2140,500,0,98112,47.6188,-122.308,1540,2242,18,108,108,False
357562.0,2,1.75,1210,1032,2.0,0,0,3,8,1210,0,0,98029,47.5522,-121.999,1210,1090,8,0,0,False
1010000.0,4,2.5,3760,29224,2.0,0,0,3,11,3760,0,0,98052,47.7203,-122.128,3930,19916,11,27,27,False
455000.0,2,1.75,1350,4286,1.0,0,0,3,8,1350,0,0,98053,47.7171,-122.033,1440,4839,30,10,10,False
310000.0,5,2.25,2600,9600,1.0,0,2,4,8,1810,790,0,98023,47.3257,-122.365,2070,9660,1,46,46,False
415000.0,3,2.75,3900,111514,2.0,0,0,3,6,3460,440,2008,98024,47.5621,-121.924,2460,217800,11,47,6,True
452000.0,2,1.0,1340,8100,1.0,0,2,3,8,1340,0,0,98177,47.7212,-122.364,1680,7752,19,64,64,False
810000.0,3,2.0,1760,16928,1.0,0,0,3,7,1760,0,0,98004,47.6363,-122.202,3430,10059,13,62,62,False
730001.0,3,2.0,1840,4750,1.0,0,0,5,7,1010,830,0,98117,47.6862,-122.395,1760,5510,27,63,63,False
